id,unique_terms,total_terms
0,11,29
10,179,1898
11,99,377
12,15,35
13,80,246
132,111,580
14,88,627
15,123,490
16,117,484
17,74,222
173,201,552
19,269,1574
20,11,27
21,115,560
22,221,1122
23,139,774
24,248,1505
25,126,623
32,52,239
39,518,3875
44,432,1204
48,137,718
77,61,215
