author,degree,betweenness,closeness,eigenvector
Pieter Wuille,0.09433962264150944,0.05810312342435581,0.13893081761006287,0.5496913716588355
Antoine Poinsot,0.04402515723270441,0.027346548841652732,0.11976794621557145,0.29840087283658173
Ava Chow,0.03773584905660378,0.013693177294801368,0.11295188423582349,0.28599156079938526
Andrew Poelstra,0.031446540880503145,0.003662128811400366,0.11026255365878007,0.2680209201585791
Sanket Kanjalkar,0.025157232704402517,0.0,0.10939434457485267,0.2602334719973931
Tim Ruffing,0.031446540880503145,0.0018576015710001855,0.09995022849644812,0.2189183039151978
Jonas Schnelli,0.031446540880503145,0.007165034631000716,0.09995022849644812,0.19198803854539523
Peter Todd,0.031446540880503145,0.009433962264150943,0.10605405924432282,0.19155473190656094
Jonas Nick,0.025157232704402517,0.002043361728100204,0.09995022849644812,0.18463523346588673
Dhruv Mehta,0.01886792452830189,0.0,0.09853249475890985,0.17828887799891374
Rusty Russell,0.025157232704402517,0.003662128811400366,0.10215501294857565,0.17518058349304755
Gregory Maxwell,0.01886792452830189,0.0,0.10140935591975395,0.17009064606580762
Eric Lombrozo,0.031446540880503145,0.022808693575352278,0.10939434457485267,0.1543814809825573
Anthony Towns,0.025157232704402517,0.009593185255950959,0.10605405924432282,0.15128103912560165
Johnson Lau,0.012578616352201259,0.0,0.10140935591975395,0.13067734503407533
Gleb Naumenko,0.006289308176100629,0.0,0.09515809425346773,0.10202383001564495
Matt Corallo,0.031446540880503145,0.014648515245601464,0.09451076027895436,0.10155689467227644
josibake,0.025157232704402517,0.00350290581960035,0.0847139131768676,0.08226969148171243
Andrew Toth,0.025157232704402517,0.00350290581960035,0.0847139131768676,0.08226969148171243
Elliott Jin,0.012578616352201259,0.0,0.07718378756114605,0.07490035249367773
Steven Roose,0.01886792452830189,0.01050871745880105,0.09021481662991096,0.07120462760803803
Gregory Sanders,0.01886792452830189,0.003662128811400366,0.08905821641670697,0.07104696179137955
Mark Friedenbach,0.03773584905660378,0.013985086113101397,0.08905821641670697,0.06237261023665888
BtcDrak,0.031446540880503145,0.003476368654300347,0.08737787271073137,0.06039286908981014
Karl-Johan Alm,0.025157232704402517,0.0052410901467505235,0.08737787271073137,0.052678254252448604
Leon Olsson Curr and Pearlwort Sneed,0.006289308176100629,0.0,0.08077373116864121,0.049745224700137515
Велеслав,0.012578616352201259,0.0,0.07550587913590374,0.04375424436110764
Daniel Pape,0.012578616352201259,0.0,0.07550587913590374,0.04375424436110764
Ruben Somsen,0.01886792452830189,0.0,0.06679366231253024,0.037498671395120586
Sebastian Falbesoner,0.01886792452830189,0.0,0.06679366231253024,0.037498671395120586
David A. Harding,0.006289308176100629,0.0,0.07849198735031801,0.03555294555152087
Julian Moik,0.006289308176100629,0.0,0.07633561407146314,0.03251387049864182
William Swanson,0.006289308176100629,0.0,0.08030683098847564,0.02865351501843039
Christian Decker,0.006289308176100629,0.0,0.07849198735031801,0.02807806674091254
Nicolas Dorier,0.01886792452830189,0.0,0.06946540880503144,0.02797836168469914
kinoshitajona,0.01886792452830189,0.0,0.06946540880503144,0.02797836168469914
Mike Hearn,0.012578616352201259,0.003662128811400366,0.07273864796338371,0.019521648911481757
Nils Schneider,0.006289308176100629,0.0,0.07198487959070617,0.018849164991790582
Bastien Teinturier,0.006289308176100629,0.0,0.07198487959070617,0.018849164991790582
Brandon Black,0.01886792452830189,0.007244646126900724,0.07088307020921576,0.014193608869278977
James O'Beirne,0.006289308176100629,0.0,0.06877763248022915,0.013186459760242445
Thomas Kerin,0.01886792452830189,0.007165034631000716,0.07016707960104186,0.012646333710309689
Oliver Gugger,0.006289308176100629,0.0,0.0677711305414941,0.009777190500833394
Gavin Andresen,0.006289308176100629,0.0,0.05862059814770586,0.0036232575093178587
Jean-Pierre Rupp,0.012578616352201259,0.0,0.0571731759712193,0.00288211067535961
Ruben de Vries,0.012578616352201259,0.0,0.0571731759712193,0.00288211067535961
Jeremy Rubin,0.006289308176100629,0.0,0.0574094287644888,0.0026343625045775936
moonsettler,0.006289308176100629,0.0,0.0574094287644888,0.0026343625045775936
Brad Denby,0.031446540880503145,0.0,0.031446540880503145,0.00020396803007896903
Andrew Miller,0.031446540880503145,0.0,0.031446540880503145,0.00020396803007896903
Giulia Fanti,0.031446540880503145,0.0,0.031446540880503145,0.00020396803007896903
Surya Bakshi,0.031446540880503145,0.0,0.031446540880503145,0.00020396803007896903
Shaileshh Bojja Venkatakrishnan,0.031446540880503145,0.0,0.031446540880503145,0.00020396803007896903
Pramod Viswanath,0.031446540880503145,0.0,0.031446540880503145,0.00020396803007896903
Jameson Lopp,0.031446540880503145,0.0,0.031446540880503145,0.00020396803007896903
Christian Papathanasiou,0.031446540880503145,0.0,0.031446540880503145,0.00020396803007896903
Ian Smith,0.031446540880503145,0.0,0.031446540880503145,0.00020396803007896903
Joe Ross,0.031446540880503145,0.0,0.031446540880503145,0.00020396803007896903
Steve Vaile,0.031446540880503145,0.0,0.031446540880503145,0.00020396803007896903
Pierre-Luc Dallaire-Demers,0.031446540880503145,0.0,0.031446540880503145,0.00020396803007896903
Hugo Nguyen,0.025157232704402517,0.0,0.025157232704402517,3.3146966564245976e-13
Peter Gray,0.025157232704402517,0.0,0.025157232704402517,3.3146966564245976e-13
Marko Bencun,0.025157232704402517,0.0,0.025157232704402517,3.3146966564245976e-13
Aaron Chen,0.025157232704402517,0.0,0.025157232704402517,3.3146966564245976e-13
Rodolfo Novak,0.025157232704402517,0.0,0.025157232704402517,3.3146966564245976e-13
Aaron Voisine,0.04402515723270441,0.0015126184221001511,0.04472396925227114,2.369134352023529e-15
Sean Bowe,0.025157232704402517,0.0005572804713000557,0.033542976939203356,1.4726522765575739e-15
Marek Palatinus,0.01886792452830189,0.0,0.03096274794388002,1.390484146908921e-15
Pavol Rusnak,0.01886792452830189,0.0,0.03096274794388002,1.390484146908921e-15
Justin Newton,0.01886792452830189,0.0,0.028751123090745734,1.3438748514376949e-15
Matt David,0.01886792452830189,0.0,0.028751123090745734,1.3438748514376949e-15
James MacWhyte,0.01886792452830189,0.0,0.028751123090745734,1.3438748514376949e-15
Mike Caldwell,0.006289308176100629,0.0,0.025157232704402517,6.29601161663415e-16
Daira Hopwood,0.006289308176100629,0.0,0.021185038066865277,3.9135964714495543e-16
Ethan Heilman,0.01886792452830189,0.0001592229918000159,0.018867924528301886,4.2433913926282093e-35
Hunter Beast,0.012578616352201259,0.0,0.014150943396226415,3.6265621739330643e-35
Isabel Foxen Duke,0.012578616352201259,0.0,0.014150943396226415,3.6265621739330643e-35
Armin Sabouri,0.006289308176100629,0.0,0.011320754716981131,1.9554019707415762e-35
Jeff Garzik,0.012578616352201259,0.0,0.012578616352201259,7.856562736535254e-38
Manuel Aráoz,0.012578616352201259,0.0,0.012578616352201259,7.856562736535254e-38
Ryan X. Charles,0.012578616352201259,0.0,0.012578616352201259,7.856562736535254e-38
Matias Alejo Garcia,0.012578616352201259,0.0,0.012578616352201259,7.856562736535254e-38
Tom Harding,0.012578616352201259,0.0,0.012578616352201259,7.856562736535254e-38
Dagur Valberg Johannsson,0.012578616352201259,0.0,0.012578616352201259,7.856562736535254e-38
Olaoluwa Osuntokun,0.012578616352201259,0.0,0.012578616352201259,7.856562736535254e-38
Alex Akselrod,0.012578616352201259,0.0,0.012578616352201259,7.856562736535254e-38
Jim Posen,0.012578616352201259,0.0,0.012578616352201259,7.856562736535254e-38
Luke Dashjr,0.012578616352201259,7.961149590000795e-05,0.012578616352201259,3.1960978803557595e-48
Shaolin Fry,0.006289308176100629,0.0,0.008385744234800839,2.259982484535508e-48
Emil Engler,0.006289308176100629,0.0,0.008385744234800839,2.259982484535508e-48
Amir Taaki,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Patrick Strateman,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Chris Belcher,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Thebora Kompanioni,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Justus Ranvier,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Michael Dubrovsky,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Bogdan Penkovsky,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Dan Gould,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Yuval Kogman,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Jimmy Song,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Ethan Kosakovsky,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Aneesh Karve,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Jesse Posner,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Jurvis Tan,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Fabian Jahr,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Pol Espinasa,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Omar Shibli,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Nicholas Gregory,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Matthew Black,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Tony Cai,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Paul Sztorc,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
CryptAxe,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Pavel Moravec,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Jan Čapek,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Shinobius,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Michael Folkson,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Alfred Hodler,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Clark Moody,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Yuri S Villas Boas,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
André Fidencio Gonçalves,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
bubb1es,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
haris,0.006289308176100629,0.0,0.006289308176100629,2.234101126874743e-57
Murch,0.0,0.0,0.0,8.60544451807467e-91
Alan Reiner,0.0,0.0,0.0,8.60544451807467e-91
Stefan Thomas,0.0,0.0,0.0,8.60544451807467e-91
Fontaine,0.0,0.0,0.0,8.60544451807467e-91
Daniel Weigl,0.0,0.0,0.0,8.60544451807467e-91
Chris Stewart,0.0,0.0,0.0,8.60544451807467e-91
Kristov Atlas,0.0,0.0,0.0,8.60544451807467e-91
Stephen Pair,0.0,0.0,0.0,8.60544451807467e-91
Toby Padilla,0.0,0.0,0.0,8.60544451807467e-91
Ryan Havar,0.0,0.0,0.0,8.60544451807467e-91
Robert Spigler,0.0,0.0,0.0,8.60544451807467e-91
Dmitry Petukhov,0.0,0.0,0.0,8.60544451807467e-91
Suhas Daftuar,0.0,0.0,0.0,8.60544451807467e-91
James Hilliard,0.0,0.0,0.0,8.60544451807467e-91
Jorge Timón,0.0,0.0,0.0,8.60544451807467e-91
t.khan,0.0,0.0,0.0,8.60544451807467e-91
Upal Chakraborty,0.0,0.0,0.0,8.60544451807467e-91
Washington Y. Sanchez,0.0,0.0,0.0,8.60544451807467e-91
Dathon Ohm,0.0,0.0,0.0,8.60544451807467e-91
Kalle Rosenbaum,0.0,0.0,0.0,8.60544451807467e-91
Marco Pontello,0.0,0.0,0.0,8.60544451807467e-91
Oren Z,0.0,0.0,0.0,8.60544451807467e-91
Chris Priest,0.0,0.0,0.0,8.60544451807467e-91
Andy Chase,0.0,0.0,0.0,8.60544451807467e-91
Alex Morcos,0.0,0.0,0.0,8.60544451807467e-91
Tom Zander,0.0,0.0,0.0,8.60544451807467e-91
Sancho Panza,0.0,0.0,0.0,8.60544451807467e-91
Christopher Gilliard,0.0,0.0,0.0,8.60544451807467e-91
Wladimir J. van der Laan,0.0,0.0,0.0,8.60544451807467e-91
OceanSlim,0.0,0.0,0.0,8.60544451807467e-91
John Carvalho,0.0,0.0,0.0,8.60544451807467e-91
Craig Raw,0.0,0.0,0.0,8.60544451807467e-91
Gloria Zhao,0.0,0.0,0.0,8.60544451807467e-91
Tom Briar,0.0,0.0,0.0,8.60544451807467e-91
Dr. Maxim Orlovsky,0.0,0.0,0.0,8.60544451807467e-91
nymius,0.0,0.0,0.0,8.60544451807467e-91
Salvatore Ingala,0.0,0.0,0.0,8.60544451807467e-91
SeedHammer,0.0,0.0,0.0,8.60544451807467e-91
