author,degree,betweenness,closeness,eigenvector
Brad Denby,0.05376344086021506,0.0,0.053763440860215055,0.4082482875168131
Andrew Miller,0.05376344086021506,0.0,0.053763440860215055,0.4082482875168131
Giulia Fanti,0.05376344086021506,0.0,0.053763440860215055,0.4082482875168131
Surya Bakshi,0.05376344086021506,0.0,0.053763440860215055,0.4082482875168131
Shaileshh Bojja Venkatakrishnan,0.05376344086021506,0.0,0.053763440860215055,0.4082482875168131
Pramod Viswanath,0.05376344086021506,0.0,0.053763440860215055,0.4082482875168131
Pieter Wuille,0.09677419354838711,0.03619292504285492,0.11850358422939068,5.615248696844612e-05
Eric Lombrozo,0.05376344086021506,0.025751908991740687,0.10938792390405293,3.9557861415024056e-05
Mark Friedenbach,0.06451612903225806,0.018310737104565995,0.09480286738351255,3.837169525770929e-05
BtcDrak,0.05376344086021506,0.004285491662770765,0.0902884451271548,3.6232373075757856e-05
Peter Todd,0.05376344086021506,0.021972884525479196,0.09807193177604746,3.090035811851681e-05
Gregory Maxwell,0.03225806451612903,0.0,0.0902884451271548,2.778705461344348e-05
Rusty Russell,0.03225806451612903,0.0,0.0902884451271548,2.778705461344348e-05
Anthony Towns,0.03225806451612903,0.0037011064360292973,0.09480286738351255,2.5352468946593997e-05
Jonas Nick,0.03225806451612903,0.0002337540906965872,0.08489809019419034,2.4439598402007238e-05
Karl-Johan Alm,0.03225806451612903,0.0024544179523141654,0.08618442489410232,2.4185907614643435e-05
Nicolas Dorier,0.03225806451612903,0.0,0.0711021505376344,2.381357254085502e-05
kinoshitajona,0.03225806451612903,0.0,0.0711021505376344,2.381357254085502e-05
Johnson Lau,0.021505376344086023,0.0,0.09324872201656971,2.3158431285384102e-05
Tim Ruffing,0.021505376344086023,0.0,0.08243727598566308,1.9500342626143755e-05
Gleb Naumenko,0.010752688172043012,0.0,0.08125960061443932,1.3586852459621264e-05
Thomas Kerin,0.03225806451612903,0.009817671809256662,0.07292528260270197,1.0980790509883439e-05
William Swanson,0.010752688172043012,0.0,0.07686718977041558,9.571578825762842e-06
Matt Corallo,0.03225806451612903,0.014492753623188406,0.07686718977041558,8.503394974669597e-06
David A. Harding,0.010752688172043012,0.0,0.0711021505376344,7.4767534260924405e-06
Jean-Pierre Rupp,0.021505376344086023,0.0,0.05745628326273487,3.505064880627015e-06
Ruben de Vries,0.021505376344086023,0.0,0.05745628326273487,3.505064880627015e-06
Mike Hearn,0.021505376344086023,0.005142589995324918,0.06051246854266758,2.1854588190758754e-06
Nils Schneider,0.010752688172043012,0.0,0.05925179211469534,2.0575087200099785e-06
Gavin Andresen,0.010752688172043012,0.0,0.04903596588802373,5.288003571950299e-07
Aaron Voisine,0.07526881720430108,0.004441327723235157,0.07646356033452807,4.896461711932773e-07
Sean Bowe,0.043010752688172046,0.0016362786348761104,0.05734767025089606,3.043637217533475e-07
Marek Palatinus,0.03225806451612903,0.0,0.05293631100082714,2.8738143873413944e-07
Pavol Rusnak,0.03225806451612903,0.0,0.05293631100082714,2.8738143873413944e-07
Justin Newton,0.03225806451612903,0.0,0.04915514592933948,2.777483577523911e-07
Matt David,0.03225806451612903,0.0,0.04915514592933948,2.777483577523911e-07
James MacWhyte,0.03225806451612903,0.0,0.04915514592933948,2.777483577523911e-07
Mike Caldwell,0.010752688172043012,0.0,0.043010752688172046,1.3012423627390263e-07
Daira Hopwood,0.010752688172043012,0.0,0.03621958121109225,8.08851353746386e-08
Luke Dashjr,0.03225806451612903,0.0004675081813931744,0.03225806451612903,6.068513720109346e-18
Emil Engler,0.021505376344086023,0.0,0.024193548387096774,5.186380485093899e-18
MarcoFalke,0.021505376344086023,0.0,0.024193548387096774,5.186380485093899e-18
Shaolin Fry,0.010752688172043012,0.0,0.019354838709677417,2.7964386477261723e-18
Jeff Garzik,0.021505376344086023,0.0,0.021505376344086023,1.7704947209568633e-19
Manuel Aráoz,0.021505376344086023,0.0,0.021505376344086023,1.7704947209568633e-19
Ryan X. Charles,0.021505376344086023,0.0,0.021505376344086023,1.7704947209568633e-19
Matias Alejo Garcia,0.021505376344086023,0.0,0.021505376344086023,1.7704947209568633e-19
Tom Harding,0.021505376344086023,0.0,0.021505376344086023,1.7704947209568633e-19
Dagur Valberg Johannsson,0.021505376344086023,0.0,0.021505376344086023,1.7704947209568633e-19
Велеслав,0.021505376344086023,0.0,0.021505376344086023,1.7704947209568633e-19
Jonas Schnelli,0.021505376344086023,0.0,0.021505376344086023,1.7704947209568633e-19
Daniel Pape,0.021505376344086023,0.0,0.021505376344086023,1.7704947209568633e-19
Olaoluwa Osuntokun,0.021505376344086023,0.0,0.021505376344086023,1.7704947209568633e-19
Alex Akselrod,0.021505376344086023,0.0,0.021505376344086023,1.7704947209568633e-19
Jim Posen,0.021505376344086023,0.0,0.021505376344086023,1.7704947209568633e-19
Amir Taaki,0.010752688172043012,0.0,0.010752688172043012,3.210168536139399e-30
Patrick Strateman,0.010752688172043012,0.0,0.010752688172043012,3.210168536139399e-30
Justus Ranvier,0.010752688172043012,0.0,0.010752688172043012,3.210168536139399e-30
Jimmy Song,0.010752688172043012,0.0,0.010752688172043012,3.210168536139399e-30
Omar Shibli,0.010752688172043012,0.0,0.010752688172043012,3.210168536139399e-30
Nicholas Gregory,0.010752688172043012,0.0,0.010752688172043012,3.210168536139399e-30
Matthew Black,0.010752688172043012,0.0,0.010752688172043012,3.210168536139399e-30
Tony Cai,0.010752688172043012,0.0,0.010752688172043012,3.210168536139399e-30
Paul Sztorc,0.010752688172043012,0.0,0.010752688172043012,3.210168536139399e-30
CryptAxe,0.010752688172043012,0.0,0.010752688172043012,3.210168536139399e-30
Pavel Moravec,0.010752688172043012,0.0,0.010752688172043012,3.210168536139399e-30
Jan Čapek,0.010752688172043012,0.0,0.010752688172043012,3.210168536139399e-30
Alan Reiner,0.0,0.0,0.0,1.3921886803707792e-48
Stefan Thomas,0.0,0.0,0.0,1.3921886803707792e-48
Daniel Weigl,0.0,0.0,0.0,1.3921886803707792e-48
Kristov Atlas,0.0,0.0,0.0,1.3921886803707792e-48
Stephen Pair,0.0,0.0,0.0,1.3921886803707792e-48
Toby Padilla,0.0,0.0,0.0,1.3921886803707792e-48
Ryan Havar,0.0,0.0,0.0,1.3921886803707792e-48
Ethan Kosakovsky,0.0,0.0,0.0,1.3921886803707792e-48
Suhas Daftuar,0.0,0.0,0.0,1.3921886803707792e-48
James Hilliard,0.0,0.0,0.0,1.3921886803707792e-48
Jorge Timón,0.0,0.0,0.0,1.3921886803707792e-48
t.khan,0.0,0.0,0.0,1.3921886803707792e-48
Upal Chakraborty,0.0,0.0,0.0,1.3921886803707792e-48
Washington Y. Sanchez,0.0,0.0,0.0,1.3921886803707792e-48
Christian Decker,0.0,0.0,0.0,1.3921886803707792e-48
Jeremy Rubin,0.0,0.0,0.0,1.3921886803707792e-48
Kalle Rosenbaum,0.0,0.0,0.0,1.3921886803707792e-48
Marco Pontello,0.0,0.0,0.0,1.3921886803707792e-48
Steven Roose,0.0,0.0,0.0,1.3921886803707792e-48
Chris Priest,0.0,0.0,0.0,1.3921886803707792e-48
Andy Chase,0.0,0.0,0.0,1.3921886803707792e-48
Alex Morcos,0.0,0.0,0.0,1.3921886803707792e-48
Tom Zander,0.0,0.0,0.0,1.3921886803707792e-48
Sancho Panza,0.0,0.0,0.0,1.3921886803707792e-48
Christopher Gilliard,0.0,0.0,0.0,1.3921886803707792e-48
Wladimir J. van der Laan,0.0,0.0,0.0,1.3921886803707792e-48
Ava Chow,0.0,0.0,0.0,1.3921886803707792e-48
